"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /test/auth/v2/login",10,600,660,660,690,760,760,760,760,763
"GET /test/ls/v2/missions",1,670,670,670,670,670,670,670,670,673
"GET /test/ls/v2/users/encouragements",2,1300,1300,1300,1300,1300,1300,1300,1300,1316
"GET /test/ls/v2/users/progress",1,1100,1100,1100,1100,1100,1100,1100,1100,1126
"GET /test/ls/v2/users/results",3,580,580,730,730,730,730,730,730,733
"GET /test/ls/v2/users/trophies",1,1600,1600,1600,1600,1600,1600,1600,1600,1580
"GET /test/ps/v2/users/profiles",13,760,860,880,890,950,970,970,970,966
"None Total",31,720,760,880,890,1100,1300,1600,1600,1580
